"","stnr","year","month","day","hour","ntime","value","nvalue","DQC","KDVHflag","plausible","err.ext","blist.perm","blist.curr"
"79",243100,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"80",243200,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"81",243500,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"82",244100,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"83",245200,2014,7,7,6,1,NA,1,NA,NA,TRUE,FALSE,FALSE,FALSE
"84",246800,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"85",247200,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"86",250000,2014,7,7,6,1,NA,1,NA,NA,TRUE,FALSE,FALSE,FALSE
"87",250100,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"88",250500,2014,7,7,6,1,NA,1,NA,NA,TRUE,FALSE,FALSE,FALSE
"89",250700,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"90",251300,2014,7,7,6,1,NA,1,NA,NA,TRUE,FALSE,FALSE,FALSE
"91",251500,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"92",251600,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"93",251800,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"94",252000,2014,7,7,6,1,NA,1,NA,NA,TRUE,FALSE,FALSE,FALSE
"95",252100,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"96",252600,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"97",252700,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"98",253100,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"99",253600,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"100",254000,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"101",254200,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"102",254400,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"103",254500,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"104",254600,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"105",254800,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"106",255300,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"107",271700,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"108",271900,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"109",272200,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"110",272300,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"111",272600,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"112",280100,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"113",280500,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"114",280700,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"115",281600,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"116",281700,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"117",281800,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"118",281900,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"119",282000,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"120",282100,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"121",282300,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"122",282400,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"123",282600,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"124",282700,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"125",283500,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"126",283600,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"127",601900,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"128",602100,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"129",602400,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"130",602900,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"131",603000,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"132",603100,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"133",603200,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"134",603300,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"135",603400,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"136",604100,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"137",604200,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"138",604400,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"139",605100,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"140",605200,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"141",605500,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"142",605600,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"143",606300,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"144",606500,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"145",606900,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"146",2210600,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"147",2211300,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"148",2221200,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"149",1135,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"150",1230,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"151",1400,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"152",2980,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"153",17251,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"154",17280,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"155",3005,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"156",3190,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"157",3200,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"158",3370,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"159",3015,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"160",3019,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"161",3030,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"162",3120,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"163",17000,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"164",17005,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"165",17030,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"166",1080,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"167",1600,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"168",1650,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"169",1950,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"170",1960,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"171",3990,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"172",3720,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"173",3730,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"174",3731,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"175",3810,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"176",3480,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"177",1380,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"178",3280,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"179",3290,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"180",17050,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"181",17090,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"182",17150,2014,7,7,6,1,NA,1,NA,2,TRUE,FALSE,FALSE,FALSE
"183",17380,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"184",17400,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"185",17500,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"186",3780,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"187",17550,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"188",17650,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"189",17830,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"190",17850,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"191",17870,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"192",17875,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"193",17775,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"194",17780,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"195",17810,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"196",17895,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"197",19430,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"198",19490,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,TRUE,FALSE
"199",19510,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"200",19610,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"201",19660,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"202",19710,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"203",2560,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"204",2650,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"205",4825,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"206",4040,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"207",17640,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"208",4090,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"209",4110,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"210",4200,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"211",4260,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"212",18280,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"213",4460,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"214",4725,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"215",4780,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"216",4781,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"217",4920,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,TRUE,FALSE
"218",4950,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"219",4960,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"220",11120,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"221",11125,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"222",11440,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"223",11450,2014,7,7,6,1,NA,1,NA,2,TRUE,FALSE,FALSE,FALSE
"224",11463,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"225",4740,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"226",17980,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"227",18020,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"228",18160,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"229",18162,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"230",18165,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"231",18170,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"232",18180,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"233",18195,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"234",18205,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"235",18210,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"236",18215,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"237",18225,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"238",18230,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"239",18233,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"240",18235,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"241",18240,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"242",18245,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"243",18260,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"244",18269,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"245",18270,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"246",18310,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"247",18390,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"248",18405,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"249",18410,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"250",18420,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"251",18440,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"252",18450,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"253",18500,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"254",18645,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"255",18690,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"256",18700,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"257",18701,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"258",18703,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"259",18815,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"260",18840,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"261",18920,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"262",18950,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"263",18980,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"264",2970,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"265",5495,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"266",5590,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"267",5660,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,TRUE,FALSE
"268",12123,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"269",12180,2014,7,7,6,1,0,1,NA,0,TRUE,FALSE,FALSE,FALSE
"270",12290,2014,7,7,6,1,0.2,1,NA,0,TRUE,FALSE,TRUE,FALSE
"271",12291,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"272",12320,2014,7,7,6,1,0.1,1,NA,0,TRUE,FALSE,FALSE,FALSE
"273",12520,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"274",12550,2014,7,7,6,1,0.1,1,NA,0,TRUE,FALSE,FALSE,FALSE
"275",12580,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"276",12590,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"277",12595,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"278",12600,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"279",12800,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"280",6690,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"281",12050,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"282",5330,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"283",5350,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"284",5680,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"285",5710,2014,7,7,6,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
