"","stnr","z","x","y","NO"
"131",252000,54,366494,6478732,FALSE
"132",252100,55,349664,6498444,FALSE
"133",252600,154,338503,6395877,FALSE
"134",252700,164,338372,6393775,FALSE
"135",253100,94,319927,6397966,FALSE
"136",253600,298,391006,6406249,FALSE
"137",253900,122,365304,6332227,FALSE
"138",254000,174,337177,6499682,FALSE
"139",254200,70,385222,6466253,FALSE
"140",254400,95,471284,6485998,FALSE
"141",254500,91,474794,6491887,FALSE
"142",254600,211,464853,6526538,FALSE
"143",254800,95,465130,6439473,FALSE
"144",254900,356,468086,6372982,FALSE
"145",255000,220,444595,6401414,FALSE
"146",255200,197,513928,6436739,FALSE
"147",255300,220,428344,6438195,FALSE
"148",255400,225,501744,6508441,FALSE
"149",255600,169,448162,6350274,FALSE
"150",255700,90,551308,6416391,FALSE
"151",255800,154,575959,6506210,FALSE
"152",256100,72,525171,6500082,FALSE
"153",256200,93,530728,6473153,FALSE
"154",257400,41,566674,6494167,FALSE
"155",260200,140,373087,6252965,FALSE
"156",260300,47,357501,6304515,FALSE
"157",260500,10,348811,6258830,FALSE
"158",261800,133,382004,6313428,FALSE
"159",262000,85,382460,6315342,FALSE
"160",262200,148,431818,6301557,FALSE
"161",270500,491,1029451,7486053,FALSE
"162",271700,275,945553,7600851,FALSE
"163",271900,240,1033776,7578225,FALSE
"164",272200,320,1006807,7640644,FALSE
"165",272300,522,914260,7551941,FALSE
"166",272600,374,848208,7634428,FALSE
"167",274500,213,1109651,7519441,FALSE
"168",280100,480,730794,7670774,FALSE
"169",280500,107,961064,7784239,FALSE
"170",280700,147,1002398,7661558,FALSE
"171",281200,91,927427,7412476,FALSE
"172",281300,106,986310,7427546,FALSE
"173",281400,208,1033568,7451938,FALSE
"174",281500,180,1064592,7523223,FALSE
"175",281600,248,1004769,7602288,FALSE
"176",281700,437,1007522,7642755,FALSE
"177",281800,253,1040966,7654919,FALSE
"178",281900,370,1112828,7587849,FALSE
"179",282000,760,875484,7577395,FALSE
"180",282100,565,880356,7568012,FALSE
"181",282300,236,862713,7563758,FALSE
"182",282400,347,885390,7570336,FALSE
"183",282600,179,997164,7519053,FALSE
"184",282700,123,995032,7713071,FALSE
"185",283500,121,1031962,7695454,FALSE
"186",283600,179,996969,7519016,FALSE
"187",284400,85,893333,7434400,FALSE
"188",284500,193,978367,7424222,FALSE
"189",284700,85,974608,7416282,FALSE
"190",284900,215,1096319,7478727,FALSE
"191",601900,41,113293,6327517,FALSE
"192",602100,3,112483,6349155,FALSE
"193",602200,75,-139370,6222296,FALSE
"194",602400,7,118966,6342390,FALSE
"195",602900,2,199955,6333645,FALSE
"196",603000,3,188160,6339895,FALSE
"197",603100,13,195064,6349313,FALSE
"198",603200,55,219657,6369620,FALSE
"199",603300,3,198779,6394890,FALSE
"200",603400,28,213867,6383606,FALSE
"201",604100,3,239989,6407752,FALSE
"202",604200,3,232871,6374685,FALSE
"203",604400,16,215069,6326097,FALSE
"204",604900,88,198526,6279260,FALSE
"205",605100,18,92036,6310998,FALSE
"206",605200,2,84964,6305318,FALSE
"207",605500,5,75464,6268713,FALSE
"208",605600,53,109447,6266714,FALSE
"209",605800,2,72683,6228129,FALSE
"210",606000,52,135916,6254304,FALSE
"211",606300,2,144876,6320549,FALSE
"212",606500,32,164311,6303679,FALSE
"213",606600,5,85745,6225042,FALSE
"214",606800,60,138191,6231801,FALSE
"215",606900,53,165912,6274177,FALSE
"216",607000,25,229443,6248994,FALSE
"217",607200,60,198602,6250455,FALSE
"218",607300,4,220980,6225794,FALSE
"219",607400,54,197360,6225689,FALSE
"220",607900,2,286411,6291315,FALSE
"221",608000,30,93956,6172397,FALSE
"222",608100,19,64038,6178580,FALSE
"223",608200,25,102232,6219909,FALSE
"224",608800,4,82827,6164507,FALSE
"225",610200,22,173931,6203692,FALSE
"226",610400,75,134016,6192349,FALSE
"227",610900,62,128017,6163020,FALSE
"228",613200,16,225842,6196023,FALSE
"229",625500,47,-239654,6867701,FALSE
"230",2202800,33,1284423,7807252,FALSE
"231",2210600,61,1176751,7703935,FALSE
"232",2211300,57,1214113,7755474,FALSE
"233",2212700,159,1324830,7678749,FALSE
"234",2221200,140,1242304,7645166,FALSE
"235",2221700,26,1243314,7555034,FALSE
"236",1135,160,301260,6544083,TRUE
"237",1230,8,293198,6559270,TRUE
"238",1400,114,303170,6561576,TRUE
"239",2980,66,286764,6558308,TRUE
"240",17251,32,255350,6597300,TRUE
"241",17280,14,249279,6596851,TRUE
"242",3005,40,283312,6566012,TRUE
"243",3190,57,278602,6578270,TRUE
"244",3200,31,279940,6580648,TRUE
"245",3370,45,274810,6582300,TRUE
"246",3015,10,273369,6567897,TRUE
"247",3019,10,268546,6570532,TRUE
"248",3030,30,269721,6572716,TRUE
"249",3120,9,273191,6575744,TRUE
"250",17000,10,261507,6564358,TRUE
"251",17005,5,262798,6566756,TRUE
"252",17030,3,257811,6577264,TRUE
"253",1080,17,273068,6550860,TRUE
"254",1600,120,310962,6573072,TRUE
"255",1650,113,309830,6578293,TRUE
"256",1950,123,310323,6598603,TRUE
"257",1960,208,308218,6601733,TRUE
"258",3990,179,291757,6630307,TRUE
"259",3720,90,279667,6612039,TRUE
"260",3730,97,279597,6612489,TRUE
"261",3731,100,279414,6612556,TRUE
"262",3810,141,283569,6611689,TRUE
"263",3480,158,299543,6606203,TRUE
"264",1380,130,289972,6587756,TRUE
"265",3280,144,295655,6597006,TRUE
"266",3290,100,294848,6588637,TRUE
"267",17050,12,261862,6583037,TRUE
"268",17090,50,266768,6586248,TRUE
"269",17150,40,261313,6589257,TRUE
"270",17380,35,259002,6592062,TRUE
"271",17400,30,261580,6600663,TRUE
"272",17500,131,274348,6602086,TRUE
"273",3780,144,277168,6617511,TRUE
"274",17550,25,258209,6605479,TRUE
"275",17650,75,259606,6614602,TRUE
"276",17830,60,264690,6632156,TRUE
"277",17850,89,262429,6621155,TRUE
"278",17870,120,263485,6621780,TRUE
"279",17875,91,265369,6623705,TRUE
"280",17775,32,252118,6630448,TRUE
"281",17780,104,255111,6638303,TRUE
"282",17810,98,257107,6643253,TRUE
"283",17895,110,262141,6636081,TRUE
"284",19430,3,250565,6647821,TRUE
"285",19490,67,249325,6649469,TRUE
"286",19510,125,255499,6652819,TRUE
"287",19610,81,246531,6650632,TRUE
"288",19660,250,242345,6654552,TRUE
"289",19710,163,244377,6644211,TRUE
"290",2560,204,296190,6639055,TRUE
"291",2650,128,308792,6646573,TRUE
"292",4825,145,293417,6650726,TRUE
"293",4040,164,283905,6629974,TRUE
"294",17640,130,275695,6629176,TRUE
"295",4090,227,273189,6648787,TRUE
"296",4110,231,275288,6652231,TRUE
"297",4200,109,278919,6654781,TRUE
"298",4260,143,275585,6655730,TRUE
"299",18280,225,272915,6656898,TRUE
"300",4460,170,268279,6671793,TRUE
"301",4725,203,284568,6676425,TRUE
"302",4780,202,282812,6680860,TRUE
"303",4781,202,282365,6678855,TRUE
"304",4920,160,299664,6671003,TRUE
"305",4950,145,305372,6672927,TRUE
"306",4960,130,305275,6686545,TRUE
"307",11120,181,287828,6690857,TRUE
"308",11125,180,286404,6689433,TRUE
"309",11440,140,288995,6723060,TRUE
"310",11450,160,292300,6701236,TRUE
"311",11463,150,292340,6701646,TRUE
"312",4740,187,280981,6677364,TRUE
"313",17980,92,266048,6641271,TRUE
"314",18020,135,264179,6645365,TRUE
"315",18160,118,264449,6644756,TRUE
"316",18162,15,264395,6648310,TRUE
"317",18165,130,265178,6647311,TRUE
"318",18170,123,267156,6647097,TRUE
"319",18180,176,267807,6648340,TRUE
"320",18195,80,266339,6648019,TRUE
"321",18205,88,264787,6650954,TRUE
"322",18210,100,265518,6650271,TRUE
"323",18215,155,267118,6651208,TRUE
"324",18225,204,267097,6652817,TRUE
"325",18230,90,267290,6650639,TRUE
"326",18233,120,268975,6652487,TRUE
"327",18235,160,270853,6652057,TRUE
"328",18240,160,270450,6651614,TRUE
"329",18245,201,269702,6654719,TRUE
"330",18260,181,272476,6652493,TRUE
"331",18269,123,271371,6653365,TRUE
"332",18270,200,273036,6654680,TRUE
"333",18310,19,263823,6649452,TRUE
"334",18390,74,262542,6652560,TRUE
"335",18405,110,263890,6652251,TRUE
"336",18410,140,265310,6652294,TRUE
"337",18420,130,264918,6652911,TRUE
"338",18440,162,264740,6654508,TRUE
"339",18450,173,265049,6655761,TRUE
"340",18500,360,259962,6664957,TRUE
"341",18645,25,260776,6649592,TRUE
"342",18690,20,259866,6649316,TRUE
"343",18700,94,260967,6652718,TRUE
"344",18701,94,260972,6652718,TRUE
"345",18703,96,260936,6652754,TRUE
"346",18815,15,258620,6648705,TRUE
"347",18840,50,258830,6652008,TRUE
"348",18920,240,260164,6654412,TRUE
"349",18950,514,258447,6657618,TRUE
"350",18980,39,256024,6650584,TRUE
"351",2970,273,359219,6682246,TRUE
"352",5495,185,336721,6666400,TRUE
"353",5590,148,334039,6676368,TRUE
"354",5660,150,339038,6683214,TRUE
"355",12123,128,289037,6746076,TRUE
"356",12180,182,293433,6746801,TRUE
"357",12290,132,287708,6746937,TRUE
"358",12291,125,288472,6747315,TRUE
"359",12320,221,286299,6748919,TRUE
"360",12520,205,280061,6746261,TRUE
"361",12550,128,271629,6744837,TRUE
"362",12580,230,272099,6760666,TRUE
"363",12590,20,265532,6762512,TRUE
"364",12595,162,266789,6764105,TRUE
"365",12600,161,266067,6765269,TRUE
"366",12800,520,266802,6783171,TRUE
"367",6690,270,305455,6752866,TRUE
"368",12050,160,297562,6726329,TRUE
"369",5330,135,311904,6696171,TRUE
"370",5350,147,310326,6699612,TRUE
"371",5680,170,336984,6696476,TRUE
"372",5710,154,336996,6707405,TRUE
"373",6020,185,336500,6723521,TRUE
"374",6160,155,336813,6716268,TRUE
"375",6440,276,356353,6731414,TRUE
"376",6580,160,323585,6739571,TRUE
"377",6700,200,309978,6763122,TRUE
"378",60,564,367134,6827504,TRUE
"379",90,575,341871,6779534,TRUE
"380",100,333,365592,6780378,TRUE
"381",120,580,376376,6789213,TRUE
"382",180,360,353846,6798632,TRUE
"383",250,664,360111,6812248,TRUE
"384",6840,230,304128,6781767,TRUE
"385",7420,872,312963,6809720,TRUE
"386",7940,260,304089,6784950,TRUE
"387",7950,255,304913,6788900,TRUE
"388",8140,257,290930,6816467,TRUE
"389",8230,283,287909,6833310,TRUE
"390",8300,640,277494,6847213,TRUE
"391",8450,535,262866,6859109,TRUE
"392",8720,749,244691,6871508,TRUE
"393",7660,260,299289,6846172,TRUE
"394",7920,525,293189,6892539,TRUE
"395",8800,387,284912,6865860,TRUE
"396",420,481,341102,6842724,TRUE
"397",610,690,333728,6860778,TRUE
"398",670,754,341709,6860075,TRUE
"399",700,672,344849,6865141,TRUE
"400",725,826,350220,6886606,TRUE
"401",730,794,352289,6885846,TRUE
"402",770,713,315502,6901961,TRUE
"403",9580,482,278547,6911509,TRUE
"404",9870,690,263527,6930786,TRUE
"405",66810,525,251849,6958067,TRUE
"406",66850,549,257321,6949499,TRUE
"407",66860,545,257367,6948165,TRUE
"408",66890,900,271903,6946370,TRUE
"409",66900,695,262594,6935714,TRUE
"410",66990,860,251224,6939196,TRUE
"411",8880,478,271889,6894056,TRUE
"412",9400,480,271878,6901844,TRUE
"413",8770,731,239464,6881084,TRUE
"414",8780,780,238404,6885415,TRUE
"415",8970,746,258021,6908692,TRUE
"416",9160,694,239125,6898544,TRUE
"417",810,687,330443,6909388,TRUE
"418",10070,600,302895,6935759,TRUE
"419",12666,130,254452,6783375,TRUE
"420",12680,240,256243,6781518,TRUE
"421",13110,205,253250,6790354,TRUE
"422",11900,190,261537,6765437,TRUE
"423",9303,1025,216008,6912008,TRUE
"424",9310,1012,216453,6910728,TRUE
"425",9380,1475,207174,6919507,TRUE
"426",16400,560,197420,6889604,TRUE
"427",16560,638,192773,6896126,TRUE
"428",16610,973,202117,6899946,TRUE
"429",16611,980,202114,6899857,TRUE
"430",16620,930,212593,6906579,TRUE
"431",16790,551,182933,6900846,TRUE
"432",16845,620,171484,6906573,TRUE
"433",61630,579,147324,6921509,TRUE
"434",15480,374,156873,6877835,TRUE
"435",15660,432,141612,6882059,TRUE
"436",15730,664,127148,6882990,TRUE
"437",15890,872,116537,6897707,TRUE
"438",15950,930,102349,6898710,TRUE
"439",15270,1894,149452,6856140,TRUE
"440",15430,701,143377,6861613,TRUE
"441",15460,1800,138201,6845720,TRUE
"442",55290,1413,128529,6845686,TRUE
"443",14550,823,185699,6880065,TRUE
"444",14711,811,184836,6867936,TRUE
"445",13640,630,202518,6832880,TRUE
"446",13655,928,202568,6834700,TRUE
"447",14050,330,212081,6850107,TRUE
"448",14200,599,191350,6857396,TRUE
"449",16040,309,212253,6861563,TRUE
"450",16265,380,206581,6873249,TRUE
"451",16271,940,210059,6874070,TRUE
"452",13700,752,208859,6821507,TRUE
"453",13140,187,243765,6823114,TRUE
"454",13150,200,243512,6822943,TRUE
"455",13160,1030,240507,6824262,TRUE
"456",13310,770,250172,6823328,TRUE
"457",13390,185,238235,6831700,TRUE
"458",13420,930,241030,6845074,TRUE
"459",13450,666,234069,6847059,TRUE
"460",13125,200,247535,6803814,TRUE
"461",13030,375,245538,6797052,TRUE
"462",13060,575,241348,6802780,TRUE
"463",11500,264,274598,6736485,TRUE
"464",11690,410,260935,6727575,TRUE
"465",11710,406,261327,6725617,TRUE
"466",4543,235,262609,6676589,TRUE
"467",4590,415,264890,6689676,TRUE
"468",20470,385,252900,6691218,TRUE
"469",20520,372,255525,6692471,TRUE
"470",11340,620,260439,6709993,TRUE
"471",20540,245,255092,6699292,TRUE
"472",21680,542,231132,6765682,TRUE
"473",22690,170,220912,6732644,TRUE
"474",22730,474,211439,6732019,TRUE
"475",22790,172,213236,6737020,TRUE
"476",22840,628,200709,6756944,TRUE
"477",22990,425,193380,6770844,TRUE
"478",23160,639,190612,6767145,TRUE
"479",23410,822,191717,6777660,TRUE
"480",23420,365,188436,6775026,TRUE
"481",13750,1088,174465,6824633,TRUE
"482",23500,521,180431,6790894,TRUE
"483",23550,965,174233,6805891,TRUE
"484",23560,754,170565,6805395,TRUE
"485",23720,489,153920,6793633,TRUE
"486",54710,956,130049,6802130,TRUE
"487",54731,1010,132206,6801936,TRUE
"488",26594,25,230114,6631421,TRUE
"489",26852,65,231841,6633073,TRUE
"490",26862,15,231025,6632618,TRUE
"491",26864,25,230122,6633309,TRUE
"492",26872,25,228770,6633721,TRUE
"493",26898,15,226970,6634020,TRUE
"494",26900,8,226155,6634058,TRUE
"495",26932,100,231116,6630052,TRUE
"496",26934,5,233957,6628742,TRUE
"497",27010,193,227074,6629441,TRUE
"498",27015,230,227119,6630131,TRUE
"499",28380,170,197738,6621832,TRUE
"500",28450,390,187302,6621182,TRUE
"501",20250,66,238571,6672842,TRUE
"502",20280,126,237229,6676458,TRUE
"503",20301,140,236419,6679445,TRUE
"504",20361,190,240243,6683495,TRUE
"505",24210,140,219219,6688754,TRUE
"506",24230,210,214362,6687364,TRUE
"507",24350,135,224449,6667505,TRUE
"508",19663,340,240132,6656551,TRUE
"509",24710,142,202790,6706244,TRUE
"510",26450,890,179586,6706399,TRUE
"511",24890,166,178700,6728926,TRUE
"512",23300,830,180071,6756436,TRUE
"513",24960,542,170084,6746765,TRUE
"514",25100,648,148951,6765686,TRUE
"515",25110,604,152274,6763621,TRUE
"516",25112,807,148358,6765767,TRUE
"517",25165,1130,130005,6779438,TRUE
"518",25260,863,133222,6745768,TRUE
"519",25320,720,148177,6739847,TRUE
"520",25540,969,118682,6747270,TRUE
"521",25541,1020,118302,6747524,TRUE
"522",25580,670,134476,6734874,TRUE
"523",25630,772,126964,6729759,TRUE
"524",25640,841,124444,6730246,TRUE
"525",29720,798,143875,6715578,TRUE
"526",26350,143,191325,6679530,TRUE
"527",26380,293,187156,6692397,TRUE
"528",24600,367,200111,6679023,TRUE
"529",24670,150,206565,6693129,TRUE
"530",19930,375,223328,6647088,TRUE
"531",26650,80,210274,6627894,TRUE
"532",26670,21,215515,6620491,TRUE
"533",26810,7,214607,6636615,TRUE
"534",26820,15,213236,6635882,TRUE
"535",19923,250,238240,6640483,TRUE
"536",19940,39,234131,6637557,TRUE
"537",19960,170,236148,6649638,TRUE
"538",19970,170,235898,6649522,TRUE
"539",19820,363,249942,6618251,TRUE
"540",28750,183,186626,6650029,TRUE
"541",28922,275,174236,6670691,TRUE
"542",29350,648,151980,6696433,TRUE
"543",29600,870,156682,6719278,TRUE
"544",29700,1035,141305,6710788,TRUE
"545",27130,40,240402,6597095,TRUE
"546",27140,12,241220,6595340,TRUE
"547",27065,25,232272,6608726,TRUE
"548",27270,3,239763,6579935,TRUE
"549",27285,30,236865,6584637,TRUE
"550",27330,33,232325,6582219,TRUE
"551",27470,88,229013,6570241,TRUE
"552",27480,50,230021,6568359,TRUE
"553",27564,72,225728,6566677,TRUE
"554",27600,6,226277,6564571,TRUE
"555",27730,100,226284,6570247,TRUE
"556",27780,19,220458,6555460,TRUE
"557",27785,70,219874,6562242,TRUE
"558",27800,31,212498,6572740,TRUE
"559",27860,50,213780,6575360,TRUE
"560",29950,15,221146,6546705,TRUE
"561",30000,28,214909,6556574,TRUE
"562",30020,55,216114,6559145,TRUE
"563",30242,10,208445,6550333,TRUE
"564",30244,70,209110,6559214,TRUE
"565",30246,65,210116,6558221,TRUE
"566",26950,4,240754,6616141,TRUE
"567",26970,7,239836,6622885,TRUE
"568",26980,49,239663,6610798,TRUE
"569",26990,60,230197,6618742,TRUE
"570",26996,437,224243,6622307,TRUE
"571",26750,45,221044,6613926,TRUE
"572",27301,30,230080,6589351,TRUE
"573",27315,39,229685,6592128,TRUE
"574",27320,55,237575,6588521,TRUE
"575",27295,20,226672,6583729,TRUE
"576",27450,26,234673,6574925,TRUE
"577",27770,90,226711,6580541,TRUE
"578",27460,20,238031,6574055,TRUE
"579",27500,6,243181,6551688,TRUE
"580",30247,130,200655,6562976,TRUE
"581",30255,100,194224,6562424,TRUE
"582",30260,12,192727,6566124,TRUE
"583",30280,10,185832,6566966,TRUE
"584",30305,280,195839,6579909,TRUE
"585",30320,13,191170,6574772,TRUE
"586",30330,41,190719,6577896,TRUE
"587",30380,475,190337,6603544,TRUE
"588",30420,136,189726,6573112,TRUE
"589",30428,20,188241,6573479,TRUE
"590",32780,113,172254,6570226,TRUE
"591",30530,34,176186,6617384,TRUE
"592",30650,20,173133,6617414,TRUE
"593",31700,200,160237,6652563,TRUE
"594",34095,50,190199,6550524,TRUE
"595",34100,70,186106,6549907,TRUE
"596",34130,5,187214,6536763,TRUE
"597",34370,60,174058,6547165,TRUE
"598",34620,106,159372,6567227,TRUE
"599",34800,235,144185,6573175,TRUE
"600",34900,464,145079,6586141,TRUE
"601",32490,83,174367,6585085,TRUE
"602",32540,50,174247,6584424,TRUE
"603",32220,1102,159700,6611391,TRUE
"604",32240,105,161394,6601753,TRUE
"605",32060,93,171474,6596908,TRUE
"606",32061,94,171417,6596913,TRUE
"607",30860,514,167727,6653651,TRUE
"608",31080,762,150512,6682489,TRUE
"609",31410,258,145802,6655007,TRUE
"610",31500,870,127307,6650719,TRUE
"611",31520,953,125702,6652036,TRUE
"612",31970,1804,144914,6651697,TRUE
"613",31850,162,145501,6624034,TRUE
"614",31855,335,138109,6622950,TRUE
"615",31900,464,152335,6639408,TRUE
"616",32290,125,140405,6611770,TRUE
"617",32350,567,127062,6630821,TRUE
"618",32850,77,129818,6603419,TRUE
"619",37150,570,136295,6563178,TRUE
"620",37230,252,128286,6560969,TRUE
"621",37500,532,110700,6596199,TRUE
"622",37650,287,114072,6560564,TRUE
"623",37740,295,102466,6578862,TRUE
"624",37820,315,105518,6582885,TRUE
"625",32890,560,115363,6615099,TRUE
"626",37570,740,93072,6604324,TRUE
"627",31570,946,115480,6650753,TRUE
"628",31620,977,118161,6653245,TRUE
"629",31660,954,105424,6674594,TRUE
"630",33250,715,108354,6639239,TRUE
"631",33555,490,96197,6630956,TRUE
"632",33890,821,71781,6650079,TRUE
"633",33950,1010,63934,6656121,TRUE
"634",35340,36,164918,6523162,TRUE
"635",38140,6,121120,6484824,TRUE
"636",38150,70,117120,6480371,TRUE
"637",36010,60,142121,6509033,TRUE
"638",36110,50,134076,6497181,TRUE
"639",36140,20,138425,6494390,TRUE
"640",36200,12,137302,6489879,TRUE
"641",35090,42,159269,6533226,TRUE
"642",35110,85,160982,6538370,TRUE
"643",35200,240,151483,6543093,TRUE
"644",35210,32,155795,6540958,TRUE
"645",35860,4,160514,6514357,TRUE
"646",36490,63,135150,6512247,TRUE
"647",38600,245,110741,6518688,TRUE
"648",38730,162,117761,6514368,TRUE
"649",38735,186,117105,6514825,TRUE
"650",38250,35,99923,6471176,TRUE
"651",38380,259,95029,6508004,TRUE
"652",38421,67,108411,6495187,TRUE
"653",38450,85,113059,6506035,TRUE
"654",36560,142,130834,6519545,TRUE
"655",38800,190,108346,6536724,TRUE
"656",39750,207,83267,6527528,TRUE
"657",40005,235,72786,6567076,TRUE
"658",40250,308,73711,6585940,TRUE
"659",40420,599,65289,6604234,TRUE
"660",40510,1105,38848,6605362,TRUE
"661",40880,841,70721,6628898,TRUE
"662",40905,915,75223,6635583,TRUE
"663",39040,12,93495,6471890,TRUE
"664",39100,9,90655,6457951,TRUE
"665",39150,12,91520,6466542,TRUE
"666",39160,124,89788,6469100,TRUE
"667",39165,9,88446,6467423,TRUE
"668",39200,25,88185,6466351,TRUE
"669",39201,32,84331,6462693,TRUE
"670",39210,86,86772,6466162,TRUE
"671",39212,80,84783,6466202,TRUE
"672",39220,151,82738,6474732,TRUE
"673",41005,80,65365,6462096,TRUE
"674",41090,10,54702,6456398,TRUE
"675",42160,14,3874,6471931,TRUE
"676",42650,5,11122,6490740,TRUE
"677",42700,150,11247,6500402,TRUE
"678",42720,75,13306,6504815,TRUE
"679",39450,280,79309,6485555,TRUE
"680",41200,275,66657,6488000,TRUE
"681",41480,278,59508,6522246,TRUE
"682",41550,504,58405,6541694,TRUE
"683",41670,263,53578,6483740,TRUE
"684",41770,16,30388,6454475,TRUE
"685",41795,150,41546,6467597,TRUE
"686",41820,4,32207,6471324,TRUE
"687",41825,6,32416,6470332,TRUE
"688",41990,220,26263,6481716,TRUE
"689",41840,631,42170,6495507,TRUE
"690",41860,317,30013,6483851,TRUE
"691",42490,470,39055,6512139,TRUE
"692",42520,348,33306,6530030,TRUE
"693",42810,55,19808,6532417,TRUE
"694",42940,560,34883,6559675,TRUE
"695",42950,582,35679,6562108,TRUE
"696",44985,660,20534,6558107,TRUE
