"","stnr","year","month","day","hour","ntime","value","nvalue","DQC","KDVHflag","plausible","err.ext","blist.perm","blist.curr"
"27",1135,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"28",1230,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"29",1400,2014,7,8,NA,1,NA,1,NA,2,TRUE,FALSE,FALSE,FALSE
"30",2980,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"31",17251,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"32",17280,2014,7,8,NA,1,17.2,1,NA,2,TRUE,FALSE,FALSE,FALSE
"33",3005,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"34",3190,2014,7,8,NA,1,18.4,1,NA,2,TRUE,FALSE,FALSE,FALSE
"35",3200,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"36",3370,2014,7,8,NA,1,18,1,NA,2,TRUE,FALSE,FALSE,FALSE
"37",3015,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"38",3019,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"39",3030,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"40",3120,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"41",17000,2014,7,8,NA,1,17.5,1,NA,2,TRUE,FALSE,FALSE,FALSE
"42",17005,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"43",17030,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"44",1080,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"45",1600,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"46",1650,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"47",1950,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"48",1960,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"49",3990,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"50",3720,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"51",3730,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"52",3731,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"53",3810,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"54",3480,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"55",1380,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"56",3280,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"57",3290,2014,7,8,NA,1,17.7,1,NA,2,TRUE,FALSE,FALSE,FALSE
"58",17050,2014,7,8,NA,1,17.1,1,NA,2,TRUE,FALSE,FALSE,FALSE
"59",17090,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"60",17150,2014,7,8,NA,1,18,1,NA,2,TRUE,FALSE,FALSE,FALSE
"61",17380,2014,7,8,NA,1,17.3,1,NA,2,TRUE,FALSE,FALSE,FALSE
"62",17400,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"63",17500,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"64",3780,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"65",17550,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"66",17650,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"67",17830,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"68",17850,2014,7,8,NA,1,17.8,1,NA,2,TRUE,FALSE,FALSE,FALSE
"69",17870,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"70",17875,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"71",17775,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"72",17780,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"73",17810,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"74",17895,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"75",19430,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"76",19490,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"77",19510,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"78",19610,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"79",19660,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"80",19710,2014,7,8,NA,1,17.1,1,NA,2,TRUE,FALSE,FALSE,FALSE
"81",2560,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"82",2650,2014,7,8,NA,1,19.7,1,NA,2,TRUE,FALSE,FALSE,FALSE
"83",4825,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"84",4040,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"85",17640,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"86",4090,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"87",4110,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"88",4200,2014,7,8,NA,1,19.3,1,NA,2,TRUE,FALSE,FALSE,FALSE
"89",4260,2014,7,8,NA,1,18.5,1,NA,2,TRUE,FALSE,FALSE,FALSE
"90",18280,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"91",4460,2014,7,8,NA,1,18.6,1,NA,2,TRUE,FALSE,FALSE,FALSE
"92",4725,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"93",4780,2014,7,8,NA,1,19,1,NA,2,TRUE,FALSE,FALSE,FALSE
"94",4781,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"95",4920,2014,7,8,NA,1,19.6,1,NA,2,TRUE,FALSE,FALSE,FALSE
"96",4950,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"97",4960,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"98",11120,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"99",11125,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"100",11440,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"101",11450,2014,7,8,NA,1,19.1,1,NA,2,TRUE,FALSE,FALSE,FALSE
"102",11463,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"103",4740,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"104",17980,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"105",18020,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"106",18160,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"107",18162,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"108",18165,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"109",18170,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"110",18180,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"111",18195,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"112",18205,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"113",18210,2014,7,8,NA,1,NA,1,NA,2,TRUE,FALSE,FALSE,FALSE
"114",18215,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"115",18225,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"116",18230,2014,7,8,NA,1,18.8,1,NA,2,TRUE,FALSE,FALSE,FALSE
"117",18233,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"118",18235,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"119",18240,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"120",18245,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"121",18260,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"122",18269,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"123",18270,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"124",18310,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"125",18390,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"126",18405,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"127",18410,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"128",18420,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"129",18440,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"130",18450,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"131",18500,2014,7,8,NA,1,16.5,1,NA,2,TRUE,FALSE,FALSE,FALSE
"132",18645,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"133",18690,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"134",18700,2014,7,8,NA,1,18.3,1,NA,2,TRUE,FALSE,FALSE,FALSE
"135",18701,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"136",18703,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"137",18815,2014,7,8,NA,1,18.6,1,NA,2,TRUE,FALSE,FALSE,FALSE
"138",18840,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"139",18920,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"140",18950,2014,7,8,NA,1,15.6,1,NA,2,TRUE,FALSE,FALSE,FALSE
"141",18980,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"142",2970,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"143",5495,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"144",5590,2014,7,8,NA,1,20,1,NA,2,TRUE,FALSE,FALSE,FALSE
"145",5660,2014,7,8,NA,1,19.3,1,NA,2,TRUE,FALSE,FALSE,FALSE
"146",12123,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"147",12180,2014,7,8,NA,1,19,1,NA,2,TRUE,FALSE,FALSE,FALSE
"148",12290,2014,7,8,NA,1,19.7,1,NA,2,TRUE,FALSE,FALSE,FALSE
"149",12291,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"150",12320,2014,7,8,NA,1,19,1,NA,2,TRUE,FALSE,FALSE,FALSE
"151",12520,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"152",12550,2014,7,8,NA,1,18.2,1,NA,2,TRUE,FALSE,FALSE,FALSE
"153",12580,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"154",12590,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"155",12595,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"156",12600,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"157",12800,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"158",6690,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"159",12050,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"160",5330,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"161",5350,2014,7,8,NA,1,NA,1,NA,2,TRUE,FALSE,FALSE,FALSE
"162",5680,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"163",5710,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"164",6020,2014,7,8,NA,1,19.6,1,NA,2,TRUE,FALSE,FALSE,FALSE
"165",6160,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"166",6440,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"167",6580,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"168",6700,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"169",60,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"170",90,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"171",100,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"172",120,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"173",180,2014,7,8,NA,1,19.2,1,NA,2,TRUE,FALSE,FALSE,FALSE
"174",250,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"175",6840,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"176",7420,2014,7,8,NA,1,16.2,1,NA,NA,TRUE,FALSE,FALSE,FALSE
"177",7940,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"178",7950,2014,7,8,NA,1,18.7,1,NA,2,TRUE,FALSE,FALSE,FALSE
"179",8140,2014,7,8,NA,1,18.5,1,NA,2,TRUE,FALSE,FALSE,FALSE
"180",8230,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"181",8300,2014,7,8,NA,1,17.4,1,NA,2,TRUE,FALSE,FALSE,FALSE
"182",8450,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"183",8720,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"184",7660,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"185",7920,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"186",8800,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"187",420,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"188",610,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"189",670,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"190",700,2014,7,8,NA,1,17.4,1,NA,2,TRUE,FALSE,FALSE,FALSE
"191",725,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"192",730,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"193",770,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"194",9580,2014,7,8,NA,1,17.1,1,NA,2,TRUE,FALSE,FALSE,FALSE
"195",9870,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"196",66810,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"197",66850,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"198",66860,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"199",66890,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"200",66900,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"201",66990,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"202",8880,2014,7,8,NA,1,16.5,1,NA,2,TRUE,FALSE,FALSE,FALSE
"203",9400,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"204",8770,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"205",8780,2014,7,8,NA,1,16.2,1,NA,2,TRUE,FALSE,FALSE,FALSE
"206",8970,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"207",9160,2014,7,8,NA,1,15.7,1,NA,2,TRUE,FALSE,FALSE,FALSE
"208",810,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"209",10070,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"210",12666,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"211",12680,2014,7,8,NA,1,17.9,1,NA,2,TRUE,FALSE,FALSE,FALSE
"212",13110,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"213",11900,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"214",9303,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"215",9310,2014,7,8,NA,1,13,1,NA,2,TRUE,FALSE,FALSE,FALSE
"216",9380,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"217",16400,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"218",16560,2014,7,8,NA,1,15,1,NA,2,TRUE,FALSE,FALSE,FALSE
"219",16610,2014,7,8,NA,1,13.5,1,NA,2,TRUE,FALSE,FALSE,FALSE
"220",16611,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"221",16620,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"222",16790,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"223",16845,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"224",61630,2014,7,8,NA,1,14.5,1,NA,2,TRUE,FALSE,FALSE,FALSE
"225",15480,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"226",15660,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"227",15730,2014,7,8,NA,1,14.6,1,NA,2,TRUE,FALSE,FALSE,FALSE
"228",15890,2014,7,8,NA,1,13.1,1,NA,2,TRUE,FALSE,FALSE,FALSE
"229",15950,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"230",15270,2014,7,8,NA,1,7.5,1,NA,2,TRUE,FALSE,FALSE,FALSE
"231",15430,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"232",15460,2014,7,8,NA,1,7.2,1,NA,2,TRUE,FALSE,FALSE,FALSE
"233",55290,2014,7,8,NA,1,8.5,1,NA,2,TRUE,FALSE,FALSE,FALSE
"234",14550,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"235",14711,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"236",13640,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"237",13655,2014,7,8,NA,1,14.4,1,NA,2,TRUE,FALSE,FALSE,FALSE
"238",14050,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"239",14200,2014,7,8,NA,1,14.1,1,NA,2,TRUE,FALSE,FALSE,FALSE
"240",16040,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"241",16265,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"242",16271,2014,7,8,NA,1,13.4,1,NA,NA,TRUE,FALSE,FALSE,FALSE
"243",13700,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"244",13140,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"245",13150,2014,7,8,NA,1,11.5,1,NA,2,TRUE,FALSE,FALSE,FALSE
"246",13160,2014,7,8,NA,1,13.2,1,NA,2,TRUE,FALSE,FALSE,FALSE
"247",13310,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"248",13390,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"249",13420,2014,7,8,NA,1,14.2,1,NA,2,TRUE,FALSE,FALSE,FALSE
"250",13450,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"251",13125,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"252",13030,2014,7,8,NA,1,15,1,NA,2,TRUE,FALSE,FALSE,FALSE
"253",13060,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"254",11500,2014,7,8,NA,1,18.4,1,NA,2,TRUE,FALSE,FALSE,FALSE
"255",11690,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"256",11710,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"257",4543,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"258",4590,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"259",20470,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"260",20520,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"261",11340,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"262",20540,2014,7,8,NA,1,18.7,1,NA,2,TRUE,FALSE,FALSE,FALSE
"263",21680,2014,7,8,NA,1,16.5,1,NA,2,TRUE,FALSE,FALSE,FALSE
"264",22690,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"265",22730,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"266",22790,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"267",22840,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"268",22990,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"269",23160,2014,7,8,NA,1,16.4,1,NA,2,TRUE,FALSE,FALSE,FALSE
"270",23410,2014,7,8,NA,1,14.7,1,NA,2,TRUE,FALSE,FALSE,FALSE
"271",23420,2014,7,8,NA,1,17.5,1,NA,2,TRUE,FALSE,FALSE,FALSE
"272",13750,2014,7,8,NA,1,13.2,1,NA,2,TRUE,FALSE,FALSE,FALSE
"273",23500,2014,7,8,NA,1,16.6,1,NA,2,TRUE,FALSE,FALSE,FALSE
"274",23550,2014,7,8,NA,1,13.9,1,NA,2,TRUE,FALSE,FALSE,FALSE
"275",23560,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"276",23720,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"277",54710,2014,7,8,NA,1,11.9,1,NA,2,TRUE,FALSE,FALSE,FALSE
"278",54731,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
"279",26594,2014,7,8,NA,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
