"","stnr","z","x","y","NO"
"693",56520,85,-12309,6826245,TRUE
"694",56250,140,9571,6829876,TRUE
"695",56780,47,5047,6836309,TRUE
"696",56850,243,29847,6830897,TRUE
"697",57000,321,7566,6841310,TRUE
"698",57365,210,28880,6850926,TRUE
"699",57380,346,56956,6848667,TRUE
"700",57390,205,48998,6856426,TRUE
"701",56960,329,40674,6840033,TRUE
"702",57420,64,17903,6848174,TRUE
"703",57480,237,25608,6855007,TRUE
"704",57790,715,-17258,6877476,TRUE
"705",57810,16,-10605,6886856,TRUE
"706",57850,78,3778,6899165,TRUE
"707",57940,24,9705,6890780,TRUE
"708",59110,75,-22419,6918439,TRUE
"709",59250,3,-17733,6913696,TRUE
"710",59450,75,-8699,6929169,TRUE
"711",59500,496,-12493,6934284,TRUE
"712",58780,34,30474,6897568,TRUE
"713",58960,349,63550,6902702,TRUE
"714",57660,170,14489,6868592,TRUE
"715",57990,230,21634,6869602,TRUE
"716",58030,7,23039,6879658,TRUE
"717",58070,51,36040,6882109,TRUE
"718",58090,25,34891,6883427,TRUE
"719",58100,60,32510,6887250,TRUE
"720",58110,330,35208,6886822,TRUE
"721",58320,315,57578,6870801,TRUE
"722",58350,635,52532,6877508,TRUE
"723",58390,70,58451,6884695,TRUE
"724",58480,40,67480,6867380,TRUE
"725",58533,60,68798,6887281,TRUE
"726",58705,1400,98716,6896589,TRUE
"727",58710,943,97979,6897992,TRUE
"728",58900,208,57532,6893621,TRUE
"729",58910,220,58784,6893041,TRUE
"730",62160,20,128370,6984961,TRUE
"731",62200,200,123573,6987364,TRUE
"732",62240,15,111037,6981957,TRUE
"733",62270,3,105311,6980846,TRUE
"734",60850,1,58566,6951608,TRUE
"735",60890,33,57465,6955553,TRUE
"736",60930,18,57056,6957557,TRUE
"737",60945,15,47780,6957418,TRUE
"738",60947,10,46945,6957533,TRUE
"739",64200,38,140655,7012888,TRUE
"740",64242,40,136827,7015529,TRUE
"741",64300,39,132627,7020442,TRUE
"742",64320,4,133940,7020360,TRUE
"743",64330,62,138026,7018044,TRUE
"744",59610,41,9612,6921392,TRUE
"745",59800,38,-2838,6948828,TRUE
"746",59586,130,30661,6945876,TRUE
"747",69661,43,35487,6917058,TRUE
"748",59680,74,36668,6926333,TRUE
"749",59681,7,32731,6927840,TRUE
"750",59695,690,47058,6922540,TRUE
"751",59860,20,33453,6936819,TRUE
"752",59900,21,56900,6926031,TRUE
"753",60810,625,82285,6957992,TRUE
"754",60400,28,97544,6925891,TRUE
"755",60500,11,106728,6922919,TRUE
"756",60610,985,103805,6909530,TRUE
"757",60620,312,112703,6933266,TRUE
"758",60640,2,98860,6931332,TRUE
"759",60650,34,96921,6930576,TRUE
"760",60190,1050,78180,6934957,TRUE
"761",60240,900,84027,6921226,TRUE
"762",60247,391,68020,6904906,TRUE
"763",60670,318,89685,6935993,TRUE
"764",60835,20,70241,6955813,TRUE
"765",60880,70,61373,6957093,TRUE
"766",60990,22,44276,6968207,TRUE
"767",61040,13,55277,6971207,TRUE
"768",61060,43,78251,6973747,TRUE
"769",61070,305,86475,6959343,TRUE
"770",61340,4,123889,6958435,TRUE
"771",61408,55,127510,6949544,TRUE
"772",61410,1294,127561,6945799,TRUE
"773",61420,67,131438,6944186,TRUE
"774",61580,450,143897,6925913,TRUE
"775",61820,14,147297,6966979,TRUE
"776",63000,37,151953,6981765,TRUE
"777",62480,13,70245,6998192,TRUE
"778",62700,80,106598,6999175,TRUE
"779",62900,49,113796,6996377,TRUE
"780",64460,12,157763,7001155,TRUE
"781",64510,23,154319,6994260,TRUE
"782",63100,47,163652,6967731,TRUE
"783",63420,10,170518,6965858,TRUE
"784",63530,698,190156,6945406,TRUE
"785",64700,405,182072,6969987,TRUE
"786",64760,5,180580,6999577,TRUE
"787",64870,410,201350,7004834,TRUE
"788",64590,295,219368,7008584,TRUE
"789",64900,228,207926,7002969,TRUE
"790",64940,295,216457,7009633,TRUE
"791",65310,5,149612,7062644,TRUE
"792",65370,30,154186,7051106,TRUE
"793",67140,44,264731,7032141,TRUE
"794",67150,13,263451,7030860,TRUE
"795",67153,40,265645,7030218,TRUE
"796",68050,13,272814,7043025,TRUE
"797",68120,135,268030,7034415,TRUE
"798",68125,156,268017,7041068,TRUE
"799",68135,20,270274,7040759,TRUE
"800",68175,120,272337,7039136,TRUE
"801",68230,84,271467,7038181,TRUE
"802",68238,140,268399,7032712,TRUE
"803",68860,127,273107,7039405,TRUE
"804",68863,127,273092,7039406,TRUE
"805",69020,23,277200,7040692,TRUE
"806",65230,45,199708,7028736,TRUE
"807",65270,306,216283,7023744,TRUE
"808",65451,13,207398,7056856,TRUE
"809",65530,74,204827,7061049,TRUE
"810",65940,5,179119,7096378,TRUE
"811",71850,16,228361,7128241,TRUE
"812",71530,10,233915,7075427,TRUE
"813",71550,10,233846,7075320,TRUE
"814",71320,23,250555,7060674,TRUE
"815",71370,158,261596,7066186,TRUE
"816",71380,616,262979,7071427,TRUE
"817",71740,89,272706,7097485,TRUE
"818",71750,94,275226,7095927,TRUE
"819",71780,20,265879,7102038,TRUE
"820",71805,265,282006,7115509,TRUE
"821",71810,280,282249,7115838,TRUE
"822",71900,12,273529,7132620,TRUE
"823",71910,391,277449,7128913,TRUE
"824",71990,18,281032,7149571,TRUE
"825",63580,596,203037,6962288,TRUE
"826",63583,647,198295,6964871,TRUE
"827",63595,212,199021,6951498,TRUE
"828",63705,604,226433,6952819,TRUE
"829",63725,555,229206,6952187,TRUE
"830",63750,512,225091,6949517,TRUE
"831",63820,680,220664,6935732,TRUE
"832",63850,690,220812,6957207,TRUE
"833",63940,940,219330,6916753,TRUE
"834",66560,660,230120,6977455,TRUE
"835",66620,223,237392,6980980,TRUE
"836",66630,220,237801,6982323,TRUE
"837",66720,440,246438,6976820,TRUE
"838",66740,425,243983,6967840,TRUE
"839",67340,425,246807,6979934,TRUE
"840",66230,240,239093,7011977,TRUE
"841",65275,350,218090,7023339,TRUE
"842",66070,84,235927,7029219,TRUE
"843",66120,310,228039,7031580,TRUE
"844",66150,4,242139,7031085,TRUE
"845",66175,15,237036,7022034,TRUE
"846",10300,650,333751,6930668,TRUE
"847",10380,625,312616,6943793,TRUE
"848",10600,685,318421,6954230,TRUE
"849",10800,760,336969,6953897,TRUE
"850",67890,700,312249,6962011,TRUE
"851",67780,397,306926,6974825,TRUE
"852",67270,160,258780,6992634,TRUE
"853",67280,299,255575,6989575,TRUE
"854",67290,498,258452,6986565,TRUE
"855",67560,127,275093,6990716,TRUE
"856",67202,420,272492,7005783,TRUE
"857",67210,40,260955,7009858,TRUE
"858",68270,173,270844,7019536,TRUE
"859",67005,70,249703,7032096,TRUE
"860",68290,160,299423,7016879,TRUE
"861",69190,330,304268,7029223,TRUE
"862",11000,865,337641,6975299,TRUE
"863",68420,302,326497,6996420,TRUE
"864",68840,730,340560,6977800,TRUE
"865",70680,59,324874,7095517,TRUE
"866",70820,50,340727,7114066,TRUE
"867",70980,100,342592,7117642,TRUE
"868",71000,6,326609,7104351,TRUE
"869",72250,62,333020,7138518,TRUE
"870",72580,2,335146,7153932,TRUE
"871",75020,36,321562,7160504,TRUE
"872",69380,169,336640,7035612,TRUE
"873",69420,521,344783,7021146,TRUE
"874",69520,465,351783,7026974,TRUE
"875",69090,150,296003,7041188,TRUE
"876",69100,12,297450,7043185,TRUE
"877",69150,40,294886,7046589,TRUE
"878",69280,90,325394,7042201,TRUE
"879",69550,175,318458,7045023,TRUE
"880",69655,70,286243,7055818,TRUE
"881",71280,138,282872,7069446,TRUE
"882",69625,30,305364,7060874,TRUE
"883",69960,182,329313,7070421,TRUE
"884",70150,81,336167,7076988,TRUE
"885",70390,430,362106,7061687,TRUE
"886",70510,377,370969,7075736,TRUE
"887",72200,38,320401,7140136,TRUE
"888",70850,195,376940,7117145,TRUE
"889",70930,107,375892,7127260,TRUE
"890",70960,215,371523,7136843,TRUE
"891",73210,467,408736,7153095,TRUE
"892",73250,370,440122,7124696,TRUE
"893",73500,433,438304,7147315,TRUE
"894",73800,376,435619,7173890,TRUE
"895",74320,143,395964,7180035,TRUE
"896",74350,140,397462,7181467,TRUE
"897",74670,280,420147,7216515,TRUE
"898",73550,95,374493,7158775,TRUE
"899",78910,67,372655,7176958,TRUE
"900",72650,26,348137,7154452,TRUE
"901",72710,32,356932,7157240,TRUE
"902",75220,4,316980,7195647,TRUE
"903",75410,33,288670,7193341,TRUE
"904",75100,44,355569,7193898,TRUE
"905",75190,35,321401,7196911,TRUE
"906",75550,23,312736,7236943,TRUE
"907",71200,39,303043,7082330,TRUE
"908",71230,225,289716,7080703,TRUE
"909",81340,93,151227,7476824,TRUE
"910",81360,380,495028,7442499,TRUE
"911",81365,404,494992,7439746,TRUE
"912",81370,11,498113,7445873,TRUE
"913",82160,7,493757,7471052,TRUE
"914",82210,30,482473,7463521,TRUE
"915",82220,25,479194,7462486,TRUE
"916",82260,33,476365,7463289,TRUE
"917",82290,11,472350,7461310,TRUE
"918",82300,13,474108,7459375,TRUE
"919",82310,5,475125,7465687,TRUE
"920",82410,24,452658,7476928,TRUE
"921",82530,15,493187,7491421,TRUE
"922",84093,483,625603,7595347,TRUE
"923",84190,29,604198,7568202,TRUE
"924",84210,740,615610,7566717,TRUE
"925",84380,30,592281,7585908,TRUE
"926",84500,200,609178,7593389,TRUE
"927",84630,1000,601774,7591852,TRUE
"928",84700,31,597940,7593787,TRUE
"929",84905,499,627251,7594682,TRUE
"930",84910,400,617369,7603134,TRUE
"931",84920,170,599052,7603908,TRUE
"932",76100,24,376795,7224892,TRUE
"933",76250,19,367970,7244487,TRUE
"934",76330,9,371097,7262202,TRUE
"935",76380,55,390453,7243853,TRUE
"936",76450,4,355744,7290302,TRUE
"937",76470,8,379236,7282450,TRUE
"938",76530,21,382648,7302916,TRUE
"939",76750,17,385088,7317846,TRUE
"940",78250,53,405391,7328933,TRUE
"941",78350,39,427633,7345061,TRUE
"942",77230,72,418447,7297013,TRUE
"943",77240,135,418011,7296502,TRUE
"944",78170,155,435789,7326544,TRUE
"945",78360,126,436190,7335310,TRUE
"946",77270,70,420298,7284104,TRUE
"947",77280,50,421211,7278794,TRUE
"948",77425,319,423465,7227968,TRUE
"949",77850,498,465596,7248611,TRUE
"950",78770,510,476545,7297323,TRUE
"951",78800,406,463179,7300696,TRUE
"952",78370,20,446226,7336272,TRUE
"953",78610,439,450051,7301419,TRUE
"954",79220,5,450716,7346513,TRUE
"955",79480,41,462071,7354386,TRUE
"956",79600,70,468751,7360691,TRUE
"957",79700,110,479000,7364152,TRUE
"958",79762,200,497340,7376570,TRUE
"959",79764,251,497953,7375566,TRUE
"960",79791,676,514363,7381789,TRUE
"961",80102,10,393160,7363283,TRUE
"962",80200,115,418990,7364523,TRUE
"963",80340,15,370628,7378622,TRUE
"964",80610,17,389341,7407169,TRUE
"965",80615,1362,452656,7392012,TRUE
"966",80705,520,453807,7412540,TRUE
"967",80707,930,452226,7413270,TRUE
"968",80730,10,441621,7418795,TRUE
"969",80740,9,440732,7421267,TRUE
"970",81420,600,495562,7431852,TRUE
"971",81650,39,513792,7424370,TRUE
"972",81770,511,520414,7402751,TRUE
"973",81775,520,520391,7402862,TRUE
"974",82000,7,521033,7449945,TRUE
"975",81900,142,546446,7446807,TRUE
"976",82020,90,517821,7456299,TRUE
"977",82110,20,504388,7462185,TRUE
"978",82130,10,507484,7468101,TRUE
"979",82650,3,525309,7471689,TRUE
"980",82840,27,521129,7490081,TRUE
"981",82970,326,538635,7514865,TRUE
"982",83280,20,507670,7532039,TRUE
"983",83300,31,504710,7534284,TRUE
"984",83520,70,536416,7531714,TRUE
"985",83710,19,545214,7548523,TRUE
"986",83880,3,569321,7550989,TRUE
"987",83960,252,557680,7572115,TRUE
"988",85040,8,538794,7584191,TRUE
"989",87763,20,564374,7613689,TRUE
"990",84970,26,568868,7598572,TRUE
"991",84971,409,564457,7599637,TRUE
"992",84070,53,573684,7580748,TRUE
"993",88023,8,599709,7641857,TRUE
"994",85890,4,376493,7492982,TRUE
"995",85892,17,376300,7493416,TRUE
"996",85840,4,403395,7505920,TRUE
"997",85610,13,426873,7550313,TRUE
"998",85640,20,423998,7546046,TRUE
"999",85540,13,442240,7559179,TRUE
"1000",85560,26,442492,7560791,TRUE
"1001",86070,940,440898,7568210,TRUE
"1002",85380,11,485403,7560020,TRUE
"1003",85440,3,485229,7578641,TRUE
"1004",85450,9,486322,7570250,TRUE
"1005",85470,29,478250,7569548,TRUE
"1006",85480,20,468995,7572353,TRUE
"1007",86290,9,463409,7577155,TRUE
"1008",86300,20,465163,7578379,TRUE
"1009",86310,5,466110,7579549,TRUE
"1010",86600,3,501194,7607532,TRUE
"1011",86740,8,476931,7610615,TRUE
"1012",86950,18,508459,7644865,TRUE
"1013",86500,3,516849,7621336,TRUE
"1014",86520,14,511491,7615173,TRUE
"1015",87000,500,512605,7622984,TRUE
"1016",87105,17,544563,7689920,TRUE
"1017",87110,10,544607,7689040,TRUE
"1018",87120,436,539673,7681593,TRUE
"1019",85645,54,422726,7539860,TRUE
"1020",85660,17,419763,7535889,TRUE
"1021",90360,80,656242,7720403,TRUE
"1022",90400,20,651477,7731942,TRUE
"1023",90450,100,652673,7732165,TRUE
"1024",90451,100,652661,7732164,TRUE
"1025",90490,8,651598,7734677,TRUE
"1026",90491,790,646338,7740671,TRUE
"1027",90495,80,654129,7736797,TRUE
"1028",90510,3,655393,7732029,TRUE
"1029",90560,63,650044,7737048,TRUE
"1030",90720,26,640988,7769064,TRUE
"1031",90721,174,641362,7770137,TRUE
"1032",90980,17,679982,7745598,TRUE
"1033",91020,30,675020,7731822,TRUE
"1034",91060,25,683026,7728512,TRUE
"1035",91080,25,684047,7717211,TRUE
"1036",87640,45,562028,7633138,TRUE
"1037",87750,7,560835,7611504,TRUE
"1038",87315,30,530894,7611937,TRUE
"1039",87860,11,589737,7617651,TRUE
"1040",87970,280,607833,7614393,TRUE
"1041",88100,230,631633,7617778,TRUE
"1042",89500,114,634261,7642478,TRUE
"1043",89515,110,634943,7642470,TRUE
"1044",89650,314,655038,7621010,TRUE
"1045",89120,5,639760,7687257,TRUE
"1046",89130,25,632473,7684769,TRUE
"1047",89350,76,641289,7664878,TRUE
"1048",89360,410,637941,7662955,TRUE
"1049",89920,1655,680639,7633169,TRUE
"1050",89940,204,689747,7637284,TRUE
"1051",90050,77,645722,7682625,TRUE
"1052",89213,175,618088,7665244,TRUE
"1053",89233,170,631265,7668117,TRUE
"1054",88440,10,584816,7687719,TRUE
"1055",88460,3,577670,7689197,TRUE
"1056",88500,25,580674,7696157,TRUE
"1057",88600,90,594906,7705494,TRUE
"1058",88623,5,591989,7707701,TRUE
"1059",88626,5,597035,7712086,TRUE
"1060",88628,20,598122,7711997,TRUE
"1061",88200,9,614839,7683254,TRUE
"1062",88630,45,602620,7713402,TRUE
"1063",88640,10,604162,7717488,TRUE
"1064",88660,6,613878,7715197,TRUE
"1065",88690,14,610063,7723961,TRUE
"1066",89010,982,623439,7689819,TRUE
"1067",89980,230,684149,7671740,TRUE
"1068",89985,1020,680754,7672492,TRUE
"1069",90250,230,660822,7675823,TRUE
"1070",90305,69,666928,7708549,TRUE
"1071",90630,8,671427,7761345,TRUE
"1072",90650,7,674501,7773968,TRUE
"1073",90750,7,689258,7781585,TRUE
"1074",90760,57,694053,7785655,TRUE
"1075",90800,21,669605,7799490,TRUE
"1076",91120,670,700531,7725170,TRUE
"1077",91130,710,698351,7724942,TRUE
"1078",91150,60,697901,7728229,TRUE
"1079",91180,48,697108,7764337,TRUE
"1080",91245,53,702797,7726963,TRUE
"1081",91380,20,707316,7706524,TRUE
"1082",91430,502,720619,7689337,TRUE
"1083",91480,510,728020,7681417,TRUE
"1084",91500,700,711075,7727719,TRUE
"1085",91505,18,709936,7728873,TRUE
"1086",91510,60,716054,7722230,TRUE
"1087",91660,28,715260,7731400,TRUE
"1088",91695,5,726122,7769788,TRUE
"1089",91715,25,724813,7777127,TRUE
"1090",91725,25,727021,7780819,TRUE
"1091",91727,10,714143,7781764,TRUE
"1092",91728,30,711482,7782920,TRUE
"1093",91729,850,706325,7783439,TRUE
"1094",91730,310,726175,7757181,TRUE
"1095",91740,6,729306,7753505,TRUE
"1096",92170,45,746629,7766409,TRUE
"1097",91890,390,753014,7768195,TRUE
"1098",92350,6,764683,7762473,TRUE
"1099",92500,915,754639,7793624,TRUE
"1100",98550,14,1097311,7886881,TRUE
"1101",98560,39,1098504,7886742,TRUE
"1102",98580,12,1095888,7884615,TRUE
"1103",98590,164,1096175,7882372,TRUE
"1104",98630,25,1080279,7867805,TRUE
"1105",98790,39,1059645,7841739,TRUE
"1106",94245,55,820407,7863373,TRUE
"1107",94255,25,819442,7864441,TRUE
"1108",94270,170,820876,7865246,TRUE
"1109",94280,81,819435,7864666,TRUE
"1110",94281,328,819580,7867315,TRUE
"1111",94290,170,822011,7866426,TRUE
"1112",93301,381,831393,7742187,TRUE
"1113",93610,589,833368,7701909,TRUE
"1114",93680,362,820014,7679822,TRUE
"1115",93700,307,820557,7675028,TRUE
"1116",93900,382,844348,7651048,TRUE
"1117",92895,40,775924,7786764,TRUE
"1118",92900,21,776977,7787497,TRUE
"1119",92910,8,778300,7788399,TRUE
"1120",93090,210,815597,7785571,TRUE
"1121",93140,3,818519,7785240,TRUE
"1122",94230,18,791829,7830456,TRUE
"1123",92600,10,753175,7804500,TRUE
"1124",92860,560,777319,7801885,TRUE
"1125",92880,10,776746,7811002,TRUE
"1126",92750,6,765855,7835779,TRUE
"1127",93000,438,775217,7850457,TRUE
"1128",94130,38,822001,7833278,TRUE
"1129",94170,90,852432,7842620,TRUE
"1130",94195,339,837296,7810824,TRUE
"1131",94500,13,823762,7911914,TRUE
"1132",94650,40,849927,7905025,TRUE
"1133",94640,296,886557,7929483,TRUE
"1134",94670,379,894168,7911159,TRUE
"1135",94680,14,896770,7914645,TRUE
"1136",94710,15,897272,7912839,TRUE
"1137",94800,3,888430,7886188,TRUE
"1138",94805,10,888857,7886649,TRUE
"1139",94870,50,874424,7849618,TRUE
"1140",94990,515,873457,7809622,TRUE
"1141",95350,5,878753,7803701,TRUE
"1142",95610,13,894665,7835960,TRUE
"1143",97120,120,928340,7777939,TRUE
"1144",97251,131,909434,7741309,TRUE
"1145",97350,286,869599,7724125,TRUE
"1146",97700,643,907421,7722197,TRUE
"1147",97710,591,906480,7722262,TRUE
"1148",95900,6,925889,7880328,TRUE
"1149",96220,18,942501,7874598,TRUE
"1150",96250,338,957490,7894364,TRUE
"1151",96310,13,962335,7930279,TRUE
"1152",96400,8,974740,7939381,TRUE
"1153",96560,22,976541,7937020,TRUE
"1154",96600,15,977517,7906916,TRUE
"1155",98090,13,1009268,7922277,TRUE
"1156",98265,225,1020114,7885566,TRUE
"1157",96850,32,993805,7843185,TRUE
"1158",96931,18,991260,7826726,TRUE
"1159",96970,51,970373,7816149,TRUE
"1160",98360,152,1040203,7898903,TRUE
"1161",98400,9,1050719,7913415,TRUE
"1162",99340,85,1044033,7793802,TRUE
"1163",99370,89,1071182,7805409,TRUE
"1164",99380,212,1070539,7803460,TRUE
"1165",99420,60,1076266,7802273,TRUE
"1166",99430,180,1078172,7795075,TRUE
"1167",99460,27,1083970,7777413,TRUE
"1168",99500,55,1072877,7765034,TRUE
"1169",99540,56,1061500,7736401,TRUE
"1170",77063,0,482663,7558955,TRUE
"1171",77064,0,464560,7493456,TRUE
"1172",76954,0,-92211,6850368,TRUE
