"","stnr","z","x","y","NO"
"694",29950,15,221146,6546705,TRUE
"695",30000,28,214909,6556574,TRUE
"696",30020,55,216114,6559145,TRUE
"697",30230,5,214983,6552154,TRUE
"698",30240,16,214818,6550098,TRUE
"699",30242,10,208445,6550333,TRUE
"700",30244,70,209110,6559214,TRUE
"701",30246,65,210116,6558221,TRUE
"702",26950,4,240754,6616141,TRUE
"703",26970,7,239836,6622885,TRUE
"704",26990,60,230197,6618742,TRUE
"705",26996,437,224243,6622307,TRUE
"706",26999,76,231900,6623928,TRUE
"707",27045,10,228622,6615213,TRUE
"708",27050,78,229675,6612455,TRUE
"709",26750,45,221044,6613926,TRUE
"710",27300,44,229888,6589454,TRUE
"711",27301,30,230080,6589351,TRUE
"712",27315,39,229685,6592128,TRUE
"713",27320,55,237575,6588521,TRUE
"714",27295,20,226672,6583729,TRUE
"715",27350,76,230995,6575553,TRUE
"716",27450,26,234673,6574925,TRUE
"717",27770,90,226711,6580541,TRUE
"718",27460,20,238031,6574055,TRUE
"719",27410,43,239359,6566535,TRUE
"720",27430,11,234844,6562255,TRUE
"721",27490,8,240309,6558148,TRUE
"722",27500,6,243181,6551688,TRUE
"723",27510,30,236712,6556596,TRUE
"724",27920,121,213212,6597425,TRUE
"725",30247,130,200655,6562976,TRUE
"726",30250,39,196730,6566004,TRUE
"727",30255,100,194224,6562424,TRUE
"728",30260,12,192727,6566124,TRUE
"729",30270,10,195698,6567898,TRUE
"730",30280,10,185832,6566966,TRUE
"731",30290,24,191776,6574813,TRUE
"732",30305,280,195839,6579909,TRUE
"733",30310,22,191593,6573765,TRUE
"734",30320,13,191170,6574772,TRUE
"735",30330,41,190719,6577896,TRUE
"736",30370,460,190528,6602544,TRUE
"737",30380,475,190337,6603544,TRUE
"738",30420,136,189726,6573112,TRUE
"739",30428,20,188241,6573479,TRUE
"740",30430,70,188118,6573243,TRUE
"741",32780,113,172254,6570226,TRUE
"742",30530,34,176186,6617384,TRUE
"743",30570,96,175929,6618872,TRUE
"744",30600,117,177556,6620757,TRUE
"745",30610,127,177556,6620757,TRUE
"746",30650,20,173133,6617414,TRUE
"747",30700,401,177905,6635646,TRUE
"748",30800,200,163884,6636889,TRUE
"749",30810,191,164296,6635754,TRUE
"750",30870,397,162938,6644813,TRUE
"751",30880,440,162304,6646214,TRUE
"752",31700,200,160237,6652563,TRUE
"753",34080,6,198903,6550948,TRUE
"754",34095,50,190199,6550524,TRUE
"755",34100,70,186106,6549907,TRUE
"756",34120,12,188618,6537633,TRUE
"757",34130,5,187214,6536763,TRUE
"758",34180,62,175660,6542587,TRUE
"759",34370,60,174058,6547165,TRUE
"760",34400,48,173246,6550266,TRUE
"761",34500,67,168001,6554433,TRUE
"762",34600,82,160445,6566213,TRUE
"763",34620,106,159372,6567227,TRUE
"764",34790,162,145314,6573070,TRUE
"765",34800,235,144185,6573175,TRUE
"766",34900,464,145079,6586141,TRUE
"767",32540,50,174247,6584424,TRUE
"768",32200,354,162249,6605875,TRUE
"769",32220,1102,159700,6611391,TRUE
"770",32240,105,161394,6601753,TRUE
"771",32250,106,154145,6602805,TRUE
"772",32060,93,171474,6596908,TRUE
"773",32061,94,171417,6596913,TRUE
"774",32080,71,170906,6597473,TRUE
"775",32100,26,169240,6597809,TRUE
"776",30860,514,167727,6653651,TRUE
"777",30950,624,162010,6657597,TRUE
"778",31080,762,150512,6682489,TRUE
"779",31100,775,148673,6682553,TRUE
"780",31200,1110,126854,6680120,TRUE
"781",31250,1085,130983,6669386,TRUE
"782",31300,573,147672,6664542,TRUE
"783",31410,258,145802,6655007,TRUE
"784",31415,868,134534,6654671,TRUE
"785",31500,870,127307,6650719,TRUE
"786",31970,1804,144914,6651697,TRUE
"787",31850,162,145501,6624034,TRUE
"788",31855,335,138109,6622950,TRUE
"789",31900,464,152335,6639408,TRUE
"790",31940,686,146452,6644894,TRUE
"791",32290,125,140405,6611770,TRUE
"792",32310,130,139757,6612202,TRUE
"793",32320,162,140807,6615070,TRUE
"794",32350,567,127062,6630821,TRUE
"795",32410,594,128408,6619375,TRUE
"796",32420,614,128409,6619442,TRUE
"797",32430,655,128283,6619544,TRUE
"798",32850,77,129818,6603419,TRUE
"799",37450,257,126520,6593960,TRUE
"800",37090,164,127429,6552704,TRUE
"801",37150,570,136295,6563178,TRUE
"802",37230,252,128286,6560969,TRUE
"803",37300,344,122693,6576628,TRUE
"804",36970,599,98100,6567800,TRUE
"805",37500,532,110700,6596199,TRUE
"806",37650,287,114072,6560564,TRUE
"807",37740,295,102466,6578862,TRUE
"808",37750,315,102445,6579650,TRUE
"809",37800,499,106973,6580939,TRUE
"810",37970,643,97285,6596767,TRUE
"811",32890,560,115363,6615099,TRUE
"812",32900,573,115467,6615279,TRUE
"813",33040,75,104353,6610491,TRUE
"814",33050,102,101400,6610826,TRUE
"815",33060,77,103386,6610537,TRUE
"816",33150,744,92168,6616904,TRUE
"817",37530,400,105608,6601216,TRUE
"818",37570,740,93072,6604324,TRUE
"819",31570,946,115480,6650753,TRUE
"820",31580,920,113471,6651153,TRUE
"821",31600,960,113176,6656849,TRUE
"822",31610,948,111998,6655043,TRUE
"823",31620,977,118161,6653245,TRUE
"824",31660,954,105424,6674594,TRUE
"825",32920,715,116531,6623637,TRUE
"826",32930,803,120242,6629346,TRUE
"827",33250,715,108354,6639239,TRUE
"828",33330,873,87916,6650166,TRUE
"829",33420,690,99312,6639531,TRUE
"830",33421,782,99687,6637751,TRUE
"831",33450,551,103068,6624203,TRUE
"832",33550,473,94021,6619564,TRUE
"833",33555,490,96197,6630956,TRUE
"834",33560,471,94984,6631930,TRUE
"835",33890,821,71781,6650079,TRUE
"836",33900,821,71866,6650125,TRUE
"837",33910,840,71937,6649959,TRUE
"838",33960,1019,63750,6656952,TRUE
"839",33970,991,62486,6658709,TRUE
"840",35340,36,164918,6523162,TRUE
"841",35350,20,166233,6522880,TRUE
"842",36250,46,121426,6491518,TRUE
"843",38110,7,125657,6484523,TRUE
"844",38130,15,124651,6484294,TRUE
"845",38140,6,121120,6484824,TRUE
"846",38150,70,117120,6480371,TRUE
"847",35980,22,149954,6503785,TRUE
"848",35990,42,140450,6506522,TRUE
"849",36000,51,140955,6508435,TRUE
"850",36010,60,142121,6509033,TRUE
"851",36060,44,136281,6497725,TRUE
"852",36100,40,136190,6499268,TRUE
"853",36110,50,134076,6497181,TRUE
"854",36140,20,138425,6494390,TRUE
"855",36150,10,138280,6493653,TRUE
"856",36200,12,137302,6489879,TRUE
"857",35080,46,160310,6532720,TRUE
"858",35090,42,159269,6533226,TRUE
"859",35110,85,160982,6538370,TRUE
"860",35180,243,152543,6543210,TRUE
"861",35200,240,151483,6543093,TRUE
"862",35210,32,155795,6540958,TRUE
"863",35580,181,144256,6526699,TRUE
"864",35590,170,145527,6529763,TRUE
"865",35400,7,149193,6516920,TRUE
"866",35850,2,159400,6514298,TRUE
"867",35860,4,160514,6514357,TRUE
"868",36300,42,127933,6498702,TRUE
"869",36490,63,135150,6512247,TRUE
"870",38600,245,110741,6518688,TRUE
"871",38730,162,117761,6514368,TRUE
"872",38735,186,117105,6514825,TRUE
"873",38750,163,116998,6516237,TRUE
"874",38200,42,111037,6475724,TRUE
"875",38250,35,99923,6471176,TRUE
"876",38310,28,100869,6482349,TRUE
"877",38350,203,98689,6499393,TRUE
"878",38380,259,95029,6508004,TRUE
"879",38420,66,109085,6495512,TRUE
"880",38421,67,108411,6495187,TRUE
"881",38450,85,113059,6506035,TRUE
"882",36500,130,133581,6516494,TRUE
"883",36560,142,130834,6519545,TRUE
"884",36580,147,130079,6520569,TRUE
"885",36650,142,129468,6524359,TRUE
"886",36700,149,123448,6532415,TRUE
"887",36880,310,109285,6553628,TRUE
"888",36900,482,107993,6555554,TRUE
"889",37040,227,134509,6539988,TRUE
"890",38800,190,108346,6536724,TRUE
"891",39340,140,86468,6495060,TRUE
"892",39550,190,77372,6509221,TRUE
"893",39300,225,94823,6490449,TRUE
"894",39690,212,83345,6525264,TRUE
"895",39700,207,82859,6525373,TRUE
"896",39710,206,83521,6525167,TRUE
"897",39750,207,83267,6527528,TRUE
"898",39840,207,79628,6558400,TRUE
"899",40005,235,72786,6567076,TRUE
"900",40140,443,70940,6575336,TRUE
"901",40200,275,71831,6577965,TRUE
"902",40250,308,73711,6585940,TRUE
"903",40270,364,75326,6590363,TRUE
"904",40271,350,74903,6590444,TRUE
"905",40400,613,64720,6604177,TRUE
"906",40420,599,65289,6604234,TRUE
"907",40480,1105,44822,6606489,TRUE
"908",40481,1060,44421,6605829,TRUE
"909",40490,1105,38645,6605533,TRUE
"910",40500,1057,40417,6609590,TRUE
"911",40510,1105,38848,6605362,TRUE
"912",40850,765,68734,6626555,TRUE
"913",40880,841,70721,6628898,TRUE
"914",40900,901,74374,6635624,TRUE
"915",40905,915,75223,6635583,TRUE
"916",39040,12,93495,6471890,TRUE
"917",39100,9,90655,6457951,TRUE
"918",39150,12,91520,6466542,TRUE
"919",39160,124,89788,6469100,TRUE
"920",39165,9,88446,6467423,TRUE
"921",39170,22,87529,6468472,TRUE
"922",39200,25,88185,6466351,TRUE
"923",39201,32,84331,6462693,TRUE
"924",39210,86,86772,6466162,TRUE
"925",39212,80,84783,6466202,TRUE
"926",39220,151,82738,6474732,TRUE
"927",41005,80,65365,6462096,TRUE
"928",41010,10,63810,6454184,TRUE
"929",41090,10,54702,6456398,TRUE
"930",41100,6,55223,6456789,TRUE
"931",41110,138,54722,6458957,TRUE
"932",42160,14,3874,6471931,TRUE
"933",42650,5,11122,6490740,TRUE
"934",42700,150,11247,6500402,TRUE
"935",42720,75,13306,6504815,TRUE
"936",39250,40,88021,6481803,TRUE
"937",39260,40,88634,6481403,TRUE
"938",39450,280,79309,6485555,TRUE
"939",41200,275,66657,6488000,TRUE
"940",41170,30,62415,6473122,TRUE
"941",41180,45,61146,6480506,TRUE
"942",41350,80,63522,6491942,TRUE
"943",41370,110,63565,6496822,TRUE
"944",41450,263,57085,6515805,TRUE
"945",41480,278,59508,6522246,TRUE
"946",41550,504,58405,6541694,TRUE
"947",41560,547,58342,6541196,TRUE
"948",41660,260,49622,6482283,TRUE
"949",41670,263,53578,6483740,TRUE
"950",41680,320,49578,6484276,TRUE
"951",41640,38,50413,6479058,TRUE
"952",41760,17,30420,6454493,TRUE
"953",41770,16,30388,6454475,TRUE
"954",41772,13,30391,6454497,TRUE
"955",41795,150,41546,6467597,TRUE
"956",41820,4,32207,6471324,TRUE
"957",41825,6,32416,6470332,TRUE
"958",41990,220,26263,6481716,TRUE
"959",41850,185,47234,6506300,TRUE
"960",41860,317,30013,6483851,TRUE
"961",41870,249,32784,6485960,TRUE
"962",41880,343,34691,6489645,TRUE
"963",42250,26,20779,6489186,TRUE
"964",42280,2,25982,6488711,TRUE
"965",42350,236,34371,6507413,TRUE
"966",42490,470,39055,6512139,TRUE
"967",42520,348,33306,6530030,TRUE
"968",42550,650,38936,6541609,TRUE
"969",42600,840,46203,6569971,TRUE
"970",42780,444,16141,6538795,TRUE
"971",42790,54,19401,6531882,TRUE
"972",42800,57,19755,6532750,TRUE
"973",42810,55,19808,6532417,TRUE
"974",42880,455,22309,6549681,TRUE
"975",42890,474,22281,6549696,TRUE
"976",42920,500,30893,6556169,TRUE
"977",42921,500,30623,6556011,TRUE
"978",42940,560,34883,6559675,TRUE
"979",42950,582,35679,6562108,TRUE
"980",42960,609,36772,6571850,TRUE
"981",42970,568,36823,6564354,TRUE
"982",43000,760,36628,6581540,TRUE
"983",44985,660,20534,6558107,TRUE
"984",43340,63,-30189,6513157,TRUE
"985",43350,49,-31971,6513400,TRUE
"986",43360,4,-24095,6514292,TRUE
"987",43450,94,-13615,6522278,TRUE
"988",43520,385,6442,6529860,TRUE
"989",44710,15,-33947,6564309,TRUE
"990",44730,19,-31881,6561990,TRUE
"991",44760,2,-19365,6564699,TRUE
"992",44780,170,-20274,6560166,TRUE
"993",44800,230,-23374,6555436,TRUE
"994",44563,20,-38660,6573774,TRUE
"995",44580,15,-35735,6571781,TRUE
"996",44620,30,-34266,6576009,TRUE
"997",44630,34,-32606,6572640,TRUE
"998",44640,72,-32148,6572293,TRUE
"999",44660,5,-32116,6576971,TRUE
"1000",44700,10,-33173,6568296,TRUE
"1001",47350,25,-61414,6630865,TRUE
"1002",47390,25,-49885,6624469,TRUE
"1003",47400,82,-48436,6627702,TRUE
"1004",43090,136,-5308,6497421,TRUE
"1005",43220,205,-14092,6504741,TRUE
"1006",43010,65,5784,6516490,TRUE
"1007",43020,160,4490,6520337,TRUE
"1008",43500,196,-2369,6521930,TRUE
"1009",43530,120,-18251,6525635,TRUE
"1010",43540,70,-440,6536523,TRUE
"1011",43980,20,-41678,6534262,TRUE
"1012",43895,10,-41234,6527677,TRUE
"1013",44080,24,-46825,6540733,TRUE
"1014",44150,10,-43266,6542656,TRUE
"1015",44290,55,-40728,6551281,TRUE
"1016",44300,87,-39759,6551167,TRUE
"1017",44320,14,-40132,6555677,TRUE
"1018",44340,27,-37329,6553116,TRUE
"1019",44160,19,-41285,6543956,TRUE
"1020",44190,135,-34980,6547733,TRUE
"1021",44240,254,-32280,6537228,TRUE
"1022",44250,275,-33105,6537297,TRUE
"1023",43810,311,1539,6546031,TRUE
"1024",44430,155,-25572,6548012,TRUE
"1025",44480,263,-21687,6540064,TRUE
"1026",44485,230,-21528,6539941,TRUE
"1027",44520,288,-18967,6547677,TRUE
"1028",44880,65,-12830,6555677,TRUE
"1029",44890,41,-12830,6555677,TRUE
"1030",44900,44,-15466,6555501,TRUE
"1031",44960,297,-14473,6549529,TRUE
"1032",44970,65,-4994,6551751,TRUE
"1033",44545,30,-38452,6561985,TRUE
"1034",44550,33,-37155,6563642,TRUE
"1035",44560,7,-38603,6564974,TRUE
"1036",44567,35,-35939,6576617,TRUE
"1037",45200,4,8850,6573328,TRUE
"1038",45350,5,21656,6576186,TRUE
"1039",45460,10,-13048,6576153,TRUE
"1040",45530,300,-8384,6579640,TRUE
"1041",45600,64,-13762,6583329,TRUE
"1042",45675,5,-3937,6590146,TRUE
"1043",45770,43,-4107,6599218,TRUE
"1044",45800,325,9867,6595392,TRUE
"1045",45870,30,-11585,6592334,TRUE
"1046",45880,50,-11585,6592334,TRUE
"1047",45900,1,-9528,6593939,TRUE
"1048",46020,85,16770,6611875,TRUE
"1049",46021,64,16770,6611875,TRUE
"1050",46090,30,4938,6605251,TRUE
"1051",46030,382,13943,6612240,TRUE
"1052",46050,200,19312,6613102,TRUE
"1053",46060,630,23363,6618528,TRUE
"1054",46080,1092,38712,6613230,TRUE
"1055",46081,1078,38905,6612835,TRUE
"1056",46150,25,6702,6625849,TRUE
"1057",46200,58,14389,6622881,TRUE
"1058",46260,75,19376,6624668,TRUE
"1059",46300,333,38237,6634146,TRUE
"1060",46350,219,45121,6640193,TRUE
"1061",46400,72,39710,6640826,TRUE
"1062",46570,15,12833,6633029,TRUE
"1063",46610,5,13315,6643982,TRUE
"1064",46700,255,23394,6647008,TRUE
"1065",44600,19,-36484,6592765,TRUE
"1066",44605,30,-32436,6590951,TRUE
"1067",44610,21,-48497,6587410,TRUE
"1068",47020,10,-22331,6614673,TRUE
"1069",47055,40,-40541,6611667,TRUE
"1070",47060,30,-40871,6625547,TRUE
"1071",47190,2,-55488,6597411,TRUE
"1072",47200,2,-56481,6597445,TRUE
"1073",47210,10,-56497,6597142,TRUE
"1074",47220,35,-59554,6602476,TRUE
"1075",47240,19,-53742,6610633,TRUE
"1076",47260,24,-56129,6620071,TRUE
"1077",47270,8,-49753,6615751,TRUE
"1078",47300,55,-75231,6618073,TRUE
"1079",46850,159,-7943,6636462,TRUE
"1080",46910,64,-22808,6630422,TRUE
"1081",46930,20,-24356,6631621,TRUE
"1082",47090,5,-29539,6633550,TRUE
"1083",47110,20,-31037,6633391,TRUE
"1084",47120,11,-31037,6633391,TRUE
"1085",47480,50,-24182,6640296,TRUE
"1086",47490,69,-15824,6642984,TRUE
"1087",50415,300,-23479,6726664,TRUE
"1088",50450,54,-33597,6721033,TRUE
"1089",50460,48,-32554,6719432,TRUE
"1090",50480,45,-36069,6723546,TRUE
"1091",50490,45,-36069,6723546,TRUE
"1092",50500,48,-39037,6723695,TRUE
"1093",50505,230,-30177,6728707,TRUE
"1094",50506,15,-31858,6729836,TRUE
"1095",50507,90,-34361,6727721,TRUE
"1096",50540,12,-31673,6733198,TRUE
"1097",50545,17,-31224,6733776,TRUE
"1098",50550,22,-31123,6733704,TRUE
"1099",50560,41,-32767,6734908,TRUE
"1100",50561,40,-32923,6735101,TRUE
"1101",50770,80,-27330,6741391,TRUE
"1102",50850,80,-25592,6729366,TRUE
"1103",50860,410,-21176,6731964,TRUE
"1104",50900,366,-13508,6736232,TRUE
"1105",52452,20,-32968,6749153,TRUE
"1106",47498,8,-8664,6648592,TRUE
"1107",47500,35,-7973,6648756,TRUE
"1108",47600,83,-2371,6647924,TRUE
"1109",47610,568,-1589,6644605,TRUE
"1110",47700,135,10196,6663423,TRUE
"1111",47820,178,12418,6667939,TRUE
"1112",47445,50,-35518,6648147,TRUE
"1113",47450,36,-37938,6651682,TRUE
"1114",48050,23,-47478,6661873,TRUE
"1115",48061,13,-49342,6669644,TRUE
"1116",48330,25,-54107,6682908,TRUE
"1117",48069,20,-39601,6661412,TRUE
"1118",48070,20,-38167,6662253,TRUE
"1119",48080,30,-36780,6666207,TRUE
"1120",48090,35,-35787,6667124,TRUE
"1121",48120,49,-40855,6667933,TRUE
"1122",48160,4,-28807,6677245,TRUE
"1123",48170,60,-30732,6679940,TRUE
"1124",48250,24,-40201,6681777,TRUE
"1125",48260,20,-40179,6681774,TRUE
"1126",47890,38,-2184,6669759,TRUE
"1127",47900,24,-3605,6670066,TRUE
"1128",48390,60,-16187,6669940,TRUE
"1129",48450,13,-15831,6672350,TRUE
"1130",48500,51,233,6684413,TRUE
"1131",48750,37,16462,6696392,TRUE
"1132",48780,33,19297,6697762,TRUE
"1133",50150,45,-5541,6690981,TRUE
"1134",48950,21,8507,6706847,TRUE
"1135",49050,95,20752,6714592,TRUE
"1136",49070,342,24067,6713816,TRUE
"1137",49080,342,24490,6713670,TRUE
"1138",49087,1390,26021,6706520,TRUE
"1139",33990,990,57350,6661178,TRUE
"1140",46430,1010,37342,6661578,TRUE
"1141",46432,1370,36163,6662199,TRUE
"1142",46450,393,42392,6660824,TRUE
"1143",46460,390,42001,6659961,TRUE
"1144",46500,1048,49697,6662128,TRUE
"1145",46510,1079,51377,6660821,TRUE
"1146",47750,395,26022,6671879,TRUE
"1147",49240,205,30651,6675619,TRUE
"1148",49250,345,30438,6673912,TRUE
"1149",49350,32,31842,6694729,TRUE
"1150",49351,32,31616,6694983,TRUE
"1151",49390,418,35529,6695709,TRUE
"1152",49420,471,35882,6695270,TRUE
"1153",49450,860,36234,6696576,TRUE
"1154",49460,1088,39306,6699596,TRUE
"1155",49100,7,36639,6729409,TRUE
"1156",49490,12,39785,6716081,TRUE
"1157",49510,72,40702,6717630,TRUE
"1158",49550,108,45177,6721475,TRUE
"1159",29400,1250,83516,6695599,TRUE
"1160",29900,1250,90857,6716599,TRUE
"1161",49580,117,53191,6731127,TRUE
"1162",49630,5,64773,6729660,TRUE
"1163",49631,20,64537,6729452,TRUE
"1164",49700,876,67473,6716201,TRUE
"1165",49750,748,75227,6723440,TRUE
"1166",49800,735,75367,6721839,TRUE
"1167",49850,778,78406,6722404,TRUE
"1168",49860,1243,86642,6716124,TRUE
"1169",49870,3,68967,6732684,TRUE
"1170",25830,1210,91443,6740648,TRUE
"1171",25840,1224,89933,6741697,TRUE
"1172",25900,1300,85571,6743762,TRUE
"1173",49910,42,58449,6741331,TRUE
"1174",49955,9,56820,6736133,TRUE
"1175",53530,1162,78375,6749336,TRUE
"1176",49940,352,51886,6745310,TRUE
"1177",51250,316,7613,6762072,TRUE
"1178",51320,459,15638,6759987,TRUE
"1179",51400,202,18051,6766028,TRUE
"1180",51440,17,14896,6756368,TRUE
"1181",51460,45,19804,6754722,TRUE
"1182",51470,328,20933,6755381,TRUE
"1183",51530,54,31735,6751635,TRUE
"1184",51560,61,32242,6752504,TRUE
"1185",51570,66,32242,6752504,TRUE
"1186",51580,121,33150,6752384,TRUE
"1187",51590,125,35766,6753360,TRUE
"1188",51600,100,32926,6752155,TRUE
"1189",51660,573,50170,6755823,TRUE
"1190",51670,590,49830,6756057,TRUE
"1191",51800,695,60606,6756645,TRUE
"1192",51940,215,38050,6768885,TRUE
"1193",51980,853,37392,6777396,TRUE
"1194",51990,700,37781,6777930,TRUE
"1195",53160,614,51827,6780047,TRUE
"1196",53180,460,48417,6768618,TRUE
"1197",50050,18,28540,6730350,TRUE
"1198",50060,886,28671,6732326,TRUE
"1199",50070,49,19548,6723146,TRUE
"1200",50080,108,15362,6726097,TRUE
"1201",50090,68,14911,6726642,TRUE
"1202",50100,20,15579,6724681,TRUE
"1203",50110,13,16125,6721182,TRUE
"1204",50120,16,5369,6715696,TRUE
"1205",50130,2,1439,6709730,TRUE
"1206",50310,455,2979,6728880,TRUE
"1207",50311,448,3117,6728748,TRUE
"1208",50250,41,-9196,6728362,TRUE
"1209",50300,408,273,6729774,TRUE
"1210",50350,370,296,6737746,TRUE
"1211",50351,367,296,6737746,TRUE
"1212",50360,250,-14053,6732349,TRUE
"1213",50400,55,-28036,6716329,TRUE
"1214",50420,435,-21223,6727940,TRUE
"1215",50175,32,-44683,6693743,TRUE
"1216",50514,72,-46751,6728148,TRUE
"1217",50525,30,-40983,6733425,TRUE
"1218",52430,24,-49275,6757089,TRUE
"1219",52458,17,-39032,6740885,TRUE
"1220",52463,25,-37929,6735656,TRUE
"1221",51010,10,-8075,6745299,TRUE
"1222",51100,405,2018,6750680,TRUE
"1223",51130,514,8861,6746709,TRUE
"1224",51150,547,9882,6744235,TRUE
"1225",52110,456,14787,6773542,TRUE
"1226",52120,501,14837,6773626,TRUE
"1227",52170,450,19217,6773343,TRUE
"1228",52220,579,25964,6775373,TRUE
"1229",52290,114,9336,6779009,TRUE
"1230",52300,104,8138,6778307,TRUE
"1231",52310,125,10650,6780541,TRUE
"1232",50950,60,-17906,6744396,TRUE
"1233",52440,27,-42898,6760035,TRUE
"1234",52475,30,-53171,6753224,TRUE
"1235",52360,325,-9240,6776054,TRUE
"1236",52390,100,-20113,6758945,TRUE
"1237",52400,72,-25127,6759343,TRUE
"1238",52415,50,-32075,6769282,TRUE
"1239",52555,25,-41744,6781039,TRUE
"1240",52530,20,-59244,6779243,TRUE
"1241",52535,19,-58261,6782166,TRUE
"1242",52600,196,-11442,6780132,TRUE
"1243",52601,325,-10738,6781147,TRUE
"1244",52640,7,-9548,6785412,TRUE
"1245",52650,18,-9959,6786522,TRUE
"1246",52700,357,-6732,6789826,TRUE
"1247",52750,13,-30647,6785388,TRUE
"1248",57630,190,5344,6861235,TRUE
"1249",57680,30,-4481,6865392,TRUE
"1250",57710,9,-27967,6868308,TRUE
"1251",57750,10,-40792,6868154,TRUE
"1252",57760,9,-41938,6868008,TRUE
"1253",57770,26,-46386,6869906,TRUE
"1254",57780,105,2623,6876082,TRUE
"1255",52860,38,-18487,6804024,TRUE
"1256",52930,240,-17264,6796082,TRUE
"1257",52940,220,-13580,6793564,TRUE
"1258",56400,3,-57006,6807665,TRUE
"1259",52740,478,-2265,6794162,TRUE
"1260",52970,4,10277,6804223,TRUE
"1261",52990,4,23431,6807253,TRUE
"1262",56010,5,21088,6819875,TRUE
"1263",56011,20,20801,6819846,TRUE
"1264",56040,55,24098,6821209,TRUE
"1265",56080,631,29432,6820482,TRUE
"1266",56120,243,22628,6821151,TRUE
"1267",56160,584,20286,6819861,TRUE
"1268",56280,350,4344,6822054,TRUE
"1269",56320,31,-8230,6812116,TRUE
"1270",53010,910,41018,6789186,TRUE
"1271",53060,12,46841,6801277,TRUE
"1272",53070,65,46583,6800129,TRUE
"1273",53080,30,46743,6800817,TRUE
"1274",53100,51,51337,6810706,TRUE
"1275",53101,49,51430,6810717,TRUE
"1276",53130,32,65482,6797282,TRUE
"1277",55830,5,61597,6838786,TRUE
"1278",55870,45,49548,6829077,TRUE
"1279",55928,15,45631,6814914,TRUE
"1280",55930,14,45803,6814982,TRUE
"1281",55970,20,27973,6812925,TRUE
"1282",55770,45,63141,6810063,TRUE
"1283",55780,53,63173,6810104,TRUE
"1284",55700,497,77780,6805809,TRUE
"1285",55705,170,82028,6810211,TRUE
"1286",55730,421,69089,6826760,TRUE
"1287",55735,521,66122,6828537,TRUE
"1288",55820,3,61324,6837695,TRUE
"1289",55840,10,61752,6839329,TRUE
"1290",53230,490,69618,6777056,TRUE
"1291",53260,10,73155,6783182,TRUE
"1292",53280,15,71833,6773132,TRUE
"1293",53380,870,71124,6759083,TRUE
"1294",53390,870,70766,6758902,TRUE
"1295",53400,870,70974,6758753,TRUE
"1296",53410,855,71050,6758980,TRUE
"1297",53480,960,75561,6756741,TRUE
"1298",53700,15,77636,6777178,TRUE
"1299",53730,647,82765,6770308,TRUE
"1300",53750,810,81119,6768906,TRUE
"1301",53950,973,96076,6763406,TRUE
"1302",53990,1160,95740,6756929,TRUE
"1303",54110,2,96426,6797459,TRUE
"1304",54120,24,96582,6793285,TRUE
"1305",54130,36,96657,6792759,TRUE
"1306",54190,90,100729,6790845,TRUE
"1307",54320,407,112907,6790604,TRUE
"1308",54330,410,114669,6792734,TRUE
"1309",54420,1124,126892,6783245,TRUE
"1310",54500,502,120382,6791516,TRUE
"1311",54590,742,124041,6794264,TRUE
"1312",54600,806,125135,6794944,TRUE
"1313",54610,914,124385,6797718,TRUE
"1314",54640,932,124782,6801423,TRUE
"1315",54660,932,126567,6801232,TRUE
"1316",54740,35,103897,6806153,TRUE
"1317",54770,50,112652,6814592,TRUE
"1318",54780,28,115926,6818641,TRUE
"1319",54815,1080,132573,6812712,TRUE
"1320",54900,329,68612,6789573,TRUE
"1321",55000,4,88881,6820501,TRUE
"1322",55160,27,111995,6840245,TRUE
"1323",55170,38,112201,6840784,TRUE
"1324",55230,2062,123069,6840790,TRUE
"1325",55270,1014,121379,6846196,TRUE
"1326",55300,17,106939,6840391,TRUE
"1327",55330,165,96770,6833004,TRUE
"1328",55340,2,97257,6832745,TRUE
"1329",55350,484,96778,6835329,TRUE
"1330",55370,6,88947,6832385,TRUE
"1331",55390,378,85845,6840344,TRUE
"1332",55400,98,89838,6845566,TRUE
"1333",55430,305,91623,6860529,TRUE
"1334",55450,370,94409,6861580,TRUE
"1335",55500,25,91235,6828034,TRUE
"1336",55520,249,86728,6825759,TRUE
"1337",55550,246,82110,6820409,TRUE
"1338",55670,172,76392,6841999,TRUE
"1339",56440,4,-54049,6838477,TRUE
"1340",56470,5,-51979,6840037,TRUE
"1341",56480,15,-48166,6840527,TRUE
"1342",57080,3,-23177,6850623,TRUE
"1343",57110,119,-20276,6850115,TRUE
"1344",56420,7,-32044,6836094,TRUE
"1345",56520,85,-12309,6826245,TRUE
"1346",56560,71,-7115,6827142,TRUE
"1347",56600,164,-435,6826318,TRUE
"1348",56650,51,-12025,6839906,TRUE
"1349",56680,238,-6541,6834963,TRUE
"1350",56240,138,9921,6829815,TRUE
"1351",56250,140,9571,6829876,TRUE
"1352",56720,4,2765,6839098,TRUE
"1353",56760,333,10574,6841841,TRUE
"1354",56780,47,5047,6836309,TRUE
"1355",56800,79,8591,6834054,TRUE
"1356",56830,152,15966,6833578,TRUE
"1357",56850,243,29847,6830897,TRUE
"1358",56860,241,30771,6829847,TRUE
"1359",56940,179,29407,6833639,TRUE
"1360",57000,321,7566,6841310,TRUE
"1361",57320,260,25161,6850254,TRUE
"1362",57365,210,28880,6850926,TRUE
"1363",57380,346,56956,6848667,TRUE
"1364",57390,205,48998,6856426,TRUE
